---------------------------------------------------------------------------------------------------
 Scheduler    lambda       AvgTurnaround          Throughput     CPU Utilization          AvgReadyQ
---------------------------------------------------------------------------------------------------
      SRTF         1           0.0618347             0.99401           0.0595387          0.00193701
      SRTF         2           0.0639218             1.98797            0.119074          0.00201208
      SRTF         3           0.0661779             2.98187            0.178606          0.00209349
      SRTF         4           0.0687069             3.97586            0.238038          0.00220895
      SRTF         5           0.0718036             4.96956            0.297567          0.00238508
      SRTF         6           0.0752191             5.96343            0.357078           0.0025568
      SRTF         7           0.0789554             6.95728            0.416588          0.00272531
      SRTF         8           0.0836027             7.95172            0.476076          0.00296645
      SRTF         9           0.0890766             8.94494            0.535605          0.00324427
      SRTF        10           0.0953944             9.93875            0.595112          0.00355163
      SRTF        11            0.102932             10.9325            0.654619            0.003914
      SRTF        12            0.113396             11.9259              0.7141          0.00445987
      SRTF        13             0.12718             12.9181            0.773378          0.00517781
