---------------------------------------------------------------------------------------------------
 Scheduler    lambda       AvgTurnaround          Throughput     CPU Utilization          AvgReadyQ
---------------------------------------------------------------------------------------------------
        RR         1           0.0683746             0.99401           0.0595387          0.00847695
        RR         2           0.0730288             1.98797            0.119074          0.00656557
        RR         3           0.0778857             2.98187            0.178606          0.00599608
        RR         4           0.0834208             3.97572            0.238136          0.00588076
        RR         5           0.0904484             4.96952             0.29766           0.0061102
        RR         6           0.0985432             5.96327            0.357183          0.00644097
        RR         7            0.107972             6.95692              0.4167          0.00686775
        RR         8            0.119662             7.95057            0.476219          0.00747061
        RR         9            0.134426             8.94418            0.535731          0.00828095
        RR        10            0.152821             9.93754             0.59523          0.00929234
        RR        11            0.177221             10.9304            0.654702           0.0106658
        RR        12              0.2112             11.9231            0.714161           0.0126086
        RR        13            0.259951             12.9133             0.77347           0.0153887
        RR        14            0.333804             13.9026            0.832724           0.0195647
        RR        15             0.45129             14.8912            0.891948           0.0260928
        RR        16            0.955729             15.8786            0.951087           0.0559894
        RR        17              7.3111             16.6751            0.998794            0.426542
        RR        18             23.6404             16.6768            0.998894             1.31003
        RR        19             38.2608              16.678            0.998966             2.01057
        RR        20             51.4282             16.6788            0.999016             2.56842
